Breed,Category,Weight_kg,Age_months,Milk_L_per_day,BCS,Activity_Level,Health_Status,DMI_kg_per_day,CrudeProtein_pct_DM,TDN_pct_DM,CrudeProtein_kg_per_day,TDN_kg_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Water_L_per_day,Special_Care_Notes
malvi,Breeding Bull,426.1,115,0.0,3.8,Medium,Normal,9.8,13.0,62.0,1.27,6.08,25.6,17.0,34.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Dairy Lactating,378.5,115,11.1,3.3,Medium,Normal,14.69,17.7,71.7,2.6,10.53,61.6,39.6,63.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Growing/Heifer,172.4,10,0.0,3.2,Medium,Normal,4.48,15.0,65.0,0.67,2.91,10.3,6.9,13.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Draft/Working Bullock,382.8,78,0.0,2.6,Low,Ringworm,8.29,12.0,59.8,0.99,4.96,26.4,16.8,30.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
malvi,Dairy Dry,344.6,57,0.0,3.1,Medium,FMD,5.46,13.5,63.0,0.74,3.44,21.7,14.5,27.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
malvi,Breeding Bull,352.9,123,0.0,3.7,Medium,Normal,8.12,13.0,62.0,1.06,5.03,21.2,14.1,28.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Dairy Dry,397.3,123,0.0,3.7,Low,Normal,8.3,12.5,60.0,1.04,4.98,23.8,15.9,31.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Draft/Working Bullock,312.9,82,0.0,3.6,High,Normal,8.11,11.5,72.4,0.93,5.87,18.8,12.5,30.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Growing/Heifer,202.1,21,0.0,3.4,Medium,Ringworm,4.99,15.5,65.0,0.77,3.24,13.9,8.9,16.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
motu,Breeding Bull,275.5,76,0.0,3.4,Medium,Normal,6.34,13.0,62.0,0.82,3.93,16.5,11.0,22.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Dairy Lactating,280.3,77,6.9,3.6,Low,FMD,7.17,18.4,74.0,1.32,5.31,43.0,27.7,43.1,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
motu,Calf,62.7,3,0.0,3.2,Low,Normal,1.79,20.0,72.0,0.36,1.29,3.8,2.5,5.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Dairy Lactating,337.0,38,7.9,3.1,Medium,Ringworm,11.86,18.0,71.2,2.13,8.44,55.1,33.9,50.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
motu,Dairy Dry,333.4,90,0.0,3.8,Low,Normal,6.97,12.5,60.0,0.87,4.18,20.0,13.3,26.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Draft/Working Bullock,326.2,82,0.0,3.5,Medium,Lumpy Skin Disease,6.26,14.0,65.0,0.88,4.07,21.5,13.7,26.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
motu,Calf,55.7,5,0.0,2.3,Low,Normal,1.71,21.0,75.0,0.36,1.28,3.3,2.2,4.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Draft/Working Bullock,294.3,137,0.0,2.9,Low,Normal,6.71,11.5,59.8,0.77,4.01,17.7,11.8,23.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Calf,57.9,5,0.0,2.5,Medium,FMD,1.25,21.0,75.0,0.26,0.94,3.6,2.4,4.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
motu,Calf,68.6,2,0.0,3.1,High,Normal,2.22,20.0,72.0,0.44,1.6,4.1,2.7,10.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Dairy Dry,339.7,94,0.0,2.7,High,Normal,8.07,12.5,60.0,1.01,4.84,20.4,13.6,32.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Calf,58.9,3,0.0,3.1,Medium,Normal,1.77,20.0,72.0,0.35,1.27,3.5,2.4,4.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Breeding Bull,307.0,101,0.0,3.7,High,Normal,7.63,13.0,62.0,0.99,4.73,18.4,12.3,29.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Growing/Heifer,108.9,20,0.0,2.6,Low,Ringworm,2.56,15.5,65.0,0.4,1.66,7.5,4.8,8.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
motu,Breeding Bull,286.2,45,0.0,4.2,Low,Ringworm,5.52,13.0,60.0,0.72,3.31,19.7,12.6,22.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
motu,Draft/Working Bullock,255.9,45,0.0,3.9,Medium,Lumpy Skin Disease,4.91,14.0,65.0,0.69,3.19,16.9,10.7,20.5,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
motu,Dairy Lactating,259.9,79,4.6,3.8,Low,Ringworm,8.28,17.8,70.7,1.47,5.85,36.4,22.6,34.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
motu,Calf,40.6,1,0.0,2.9,Low,Lumpy Skin Disease,1.0,22.5,74.0,0.23,0.74,2.7,1.7,3.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
motu,Dairy Dry,276.9,44,0.0,3.0,Medium,Normal,6.09,12.5,60.0,0.76,3.65,16.6,11.1,22.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Calf,59.5,4,0.0,2.0,Low,FMD,1.32,22.0,78.0,0.29,1.03,3.7,2.5,4.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
motu,Calf,62.0,2,0.0,2.2,Low,Normal,1.91,21.0,75.0,0.4,1.43,3.7,2.5,5.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
motu,Draft/Working Bullock,270.3,88,0.0,4.0,Medium,Ringworm,6.16,12.0,63.0,0.74,3.88,18.7,11.9,21.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
motu,Growing/Heifer,253.0,24,0.0,2.8,Low,Lumpy Skin Disease,5.0,17.5,67.0,0.88,3.35,16.7,10.6,20.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
motu,Breeding Bull,323.2,61,0.0,3.1,High,Normal,8.03,13.0,62.0,1.04,4.98,19.4,12.9,30.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Dairy Lactating,338.0,117,7.4,3.3,Medium,Normal,12.36,17.4,71.1,2.15,8.79,46.2,29.8,49.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Calf,72.1,2,0.0,2.5,Low,Normal,2.05,20.0,72.0,0.41,1.48,4.3,2.9,5.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Growing/Heifer,290.7,24,0.0,2.3,Medium,Lumpy Skin Disease,6.53,18.5,70.0,1.21,4.57,19.2,12.2,23.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
nagori,Draft/Working Bullock,363.5,67,0.0,4.0,High,Normal,9.42,11.5,72.4,1.08,6.82,21.8,14.5,34.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Draft/Working Bullock,334.2,65,0.0,3.2,High,Normal,8.66,11.5,72.4,1.0,6.27,20.1,13.4,31.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Draft/Working Bullock,364.6,41,0.0,2.5,High,Ringworm,8.98,12.0,72.4,1.08,6.5,25.2,16.0,34.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
nagori,Draft/Working Bullock,341.3,46,0.0,3.8,High,Lumpy Skin Disease,7.08,14.0,74.8,0.99,5.3,22.5,14.3,32.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
nagori,Breeding Bull,415.6,34,0.0,3.1,Low,Lumpy Skin Disease,7.26,15.5,64.0,1.13,4.65,27.4,17.5,33.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
nagori,Draft/Working Bullock,367.2,80,0.0,3.0,High,Lumpy Skin Disease,7.61,14.0,74.8,1.07,5.69,24.2,15.4,34.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
nagori,Dairy Lactating,317.7,79,9.6,3.4,Low,Normal,11.79,17.6,71.4,2.08,8.42,52.7,33.8,54.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Growing/Heifer,132.4,21,0.0,3.1,Medium,Lumpy Skin Disease,2.75,17.5,67.0,0.48,1.84,8.7,5.6,10.6,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
nagori,Growing/Heifer,245.3,9,0.0,3.2,Low,Ringworm,5.76,15.5,65.0,0.89,3.74,16.9,10.8,19.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
nagori,Dairy Lactating,328.1,34,10.9,3.4,Low,Normal,12.46,17.7,71.6,2.21,8.92,57.8,37.1,58.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Draft/Working Bullock,311.1,74,0.0,2.9,High,Normal,8.06,11.5,72.4,0.93,5.84,18.7,12.4,29.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Growing/Heifer,117.7,12,0.0,2.1,Low,FMD,2.26,17.0,71.0,0.38,1.6,7.4,4.9,9.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
nagori,Growing/Heifer,210.1,23,0.0,3.3,Low,Ringworm,4.93,15.5,65.0,0.76,3.2,14.5,9.2,16.8,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
nagori,Draft/Working Bullock,361.4,92,0.0,3.5,High,Normal,9.37,11.5,72.4,1.08,6.78,21.7,14.5,33.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Dairy Dry,367.3,112,0.0,3.5,High,Normal,8.73,12.5,60.0,1.09,5.24,22.0,14.7,34.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Dairy Dry,312.2,65,0.0,3.3,Medium,Normal,6.87,12.5,60.0,0.86,4.12,18.7,12.5,25.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Calf,44.6,6,0.0,2.6,Low,Normal,1.27,20.0,72.0,0.25,0.91,2.7,1.8,3.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Growing/Heifer,136.7,17,0.0,2.0,Medium,Ringworm,3.65,16.5,68.0,0.6,2.48,9.4,6.0,10.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
nagori,Dairy Dry,391.7,39,0.0,2.8,Medium,Normal,8.62,12.5,60.0,1.08,5.17,23.5,15.7,31.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
nagori,Draft/Working Bullock,302.8,36,0.0,3.1,Low,Lumpy Skin Disease,5.52,14.0,61.8,0.77,3.41,20.0,12.7,24.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
nagori,Dairy Lactating,324.7,62,7.9,3.9,High,Lumpy Skin Disease,10.46,20.0,73.2,2.09,7.66,51.8,31.9,54.7,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ponwar,Breeding Bull,226.1,125,0.0,3.9,Medium,Normal,5.2,13.0,62.0,0.68,3.22,13.6,9.0,18.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Dairy Dry,212.5,104,0.0,4.0,High,Normal,5.05,12.5,60.0,0.63,3.03,12.8,8.5,22.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Draft/Working Bullock,278.3,32,0.0,2.6,High,Normal,7.21,11.5,72.4,0.83,5.22,16.7,11.1,27.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Breeding Bull,246.9,104,0.0,3.1,Low,Lumpy Skin Disease,4.32,15.5,64.0,0.67,2.76,16.3,10.4,19.8,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ponwar,Dairy Dry,261.7,42,0.0,3.1,High,Lumpy Skin Disease,4.97,15.0,62.0,0.75,3.08,17.3,11.0,25.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ponwar,Breeding Bull,262.4,25,0.0,3.6,Medium,Normal,6.04,13.0,62.0,0.79,3.74,15.7,10.5,21.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Draft/Working Bullock,278.3,110,0.0,3.2,Medium,Normal,6.68,11.5,63.0,0.77,4.21,16.7,11.1,22.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Calf,38.7,1,0.0,3.2,Low,FMD,1.0,21.0,75.0,0.21,0.75,2.4,1.6,3.1,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
ponwar,Draft/Working Bullock,225.6,89,0.0,3.1,High,Normal,5.85,11.5,72.4,0.67,4.24,13.5,9.0,23.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Growing/Heifer,137.8,11,0.0,2.5,Medium,Ringworm,3.4,15.5,65.0,0.53,2.21,9.5,6.1,11.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ponwar,Dairy Lactating,258.4,69,6.7,2.3,Medium,FMD,7.59,19.4,77.0,1.47,5.84,40.9,26.3,40.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
ponwar,Dairy Lactating,297.0,77,7.5,3.3,Low,Normal,10.6,17.4,71.1,1.84,7.54,44.1,28.4,46.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Breeding Bull,249.3,30,0.0,3.3,High,Lumpy Skin Disease,4.95,15.5,64.0,0.77,3.17,16.5,10.5,24.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ponwar,Dairy Lactating,266.8,54,7.7,4.0,Medium,Normal,10.31,17.5,71.2,1.8,7.34,43.0,27.6,44.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Breeding Bull,323.7,96,0.0,3.6,Low,Normal,7.07,13.0,62.0,0.92,4.38,19.4,12.9,25.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Calf,26.1,4,0.0,2.3,Low,FMD,1.0,22.0,78.0,0.22,0.78,1.6,1.1,2.1,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
ponwar,Growing/Heifer,190.1,22,0.0,2.5,Medium,Normal,4.94,15.0,65.0,0.74,3.21,11.4,7.6,15.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Growing/Heifer,102.7,7,0.0,2.0,Low,Normal,2.74,16.0,68.0,0.44,1.86,6.2,4.1,8.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Growing/Heifer,74.6,18,0.0,2.3,Low,Ringworm,1.89,16.5,68.0,0.31,1.29,5.1,3.3,6.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ponwar,Draft/Working Bullock,234.0,46,0.0,3.3,Medium,Normal,5.62,11.5,63.0,0.65,3.54,14.0,9.4,18.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Dairy Lactating,202.1,42,5.8,2.8,Medium,Normal,7.8,17.3,70.9,1.35,5.53,32.4,20.8,33.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Growing/Heifer,126.2,16,0.0,2.6,Low,Normal,3.12,15.0,65.0,0.47,2.03,7.6,5.0,10.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ponwar,Breeding Bull,290.7,79,0.0,3.2,High,Lumpy Skin Disease,5.78,15.5,64.0,0.9,3.7,19.2,12.2,28.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ponwar,Growing/Heifer,119.0,24,0.0,2.9,High,Normal,3.34,15.0,65.0,0.5,2.17,7.1,4.8,14.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
siri,Calf,57.0,5,0.0,2.4,Low,Normal,1.75,21.0,75.0,0.37,1.31,3.4,2.3,4.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
siri,Draft/Working Bullock,278.0,125,0.0,2.7,High,FMD,5.19,12.5,75.9,0.65,3.94,17.5,11.7,27.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
